"filename", "language", "TypeScript", "JavaScript", "JSON", "JSON with Comments", "Markdown", "YAML", "TypeScript JSX", "CSS", "HTML", "XML", "Shell Script", "Ignore", "PL/SQL", "Docker", "Properties", "comment", "blank", "total"
"/Users/Doanh/Documents/TermD2024-2025/CS3733/team-f/apps/frontend/src/components/ui/container-scroll-animation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 102
"/Users/Doanh/Documents/TermD2024-2025/CS3733/team-f/apps/frontend/src/components/ui/container-text-flip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 105
"/Users/Doanh/Documents/TermD2024-2025/CS3733/team-f/apps/frontend/src/components/ui/hero-parallax.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 13, 8, 165
"/Users/Doanh/Documents/TermD2024-2025/CS3733/team-f/apps/frontend/src/components/ui/macbook-scroll.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 615, 0, 0, 0, 0, 0, 0, 0, 0, 28, 17, 660
"/Users/Doanh/Documents/TermD2024-2025/CS3733/team-f/apps/frontend/src/components/ui/text-generate-effect.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 63
"/Users/Doanh/Documents/TermD2024-2025/CS3733/team-f/apps/frontend/src/lib/trpc.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/Doanh/Documents/TermD2024-2025/CS3733/team-f/apps/frontend/src/lib/utils.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12
"/Users/Doanh/Documents/TermD2024-2025/CS3733/team-f/apps/frontend/src/main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 12
"/Users/Doanh/Documents/TermD2024-2025/CS3733/team-f/apps/frontend/src/routes/AboutUs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 29
"/Users/Doanh/Documents/TermD2024-2025/CS3733/team-f/apps/frontend/src/routes/CreateAccountPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"/Users/Doanh/Documents/TermD2024-2025/CS3733/team-f/apps/frontend/src/routes/DepartmentDirectory.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 46
"/Users/Doanh/Documents/TermD2024-2025/CS3733/team-f/apps/frontend/src/routes/DepartmentRoutes.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"/Users/Doanh/Documents/TermD2024-2025/CS3733/team-f/apps/frontend/src/routes/DirectoryPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 141
"/Users/Doanh/Documents/TermD2024-2025/CS3733/team-f/apps/frontend/src/routes/NavigationPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"/Users/Doanh/Documents/TermD2024-2025/CS3733/team-f/apps/frontend/src/routes/PathFindingPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/Users/Doanh/Documents/TermD2024-2025/CS3733/team-f/apps/frontend/src/routes/RequestListPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16, 130
"/Users/Doanh/Documents/TermD2024-2025/CS3733/team-f/apps/frontend/src/routes/ServiceRequestPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
