building,floor,name,x,y
pat20,1,,42.09307160246865,-71.26625412149416
pat20,1,,42.093101580999985,-71.26615040825419
pat20,1,,42.09309320556912,-71.26617593762077
pat20,1,,42.09300706176011,-71.26646352222785
pat20,1,,42.09303373651282,-71.26637094218623
pat20,1,,42.093056759837616,-71.26629336103967
pat20,1,,42.09307849845399,-71.26622010894431
pat20,1,,42.093103299366675,-71.2661365379024
pat20,1,,42.093026122906,-71.26639390315255
pat20,1,,42.093111029721044,-71.26610779601434
pat20,1,,42.09303475253143,-71.2663567416585
pat20,1,,42.09311363718292,-71.26608554515832
pat20,1,,42.09308378857383,-71.2661834292625
pat20,1,,42.09307029797748,-71.26622619331877
pat20,1,,42.09298611839134,-71.26649906231981
pat20,1,,42.093008640252705,-71.26642317515774
pat20,1,,42.09307597665467,-71.26619359280689
pat20,1,,42.09304694647283,-71.26628602228007
pat20,1,,42.09310268782978,-71.26609820500394
pat20,1,,42.092987136496646,-71.26648485419483
pat20,1,,42.09299481471023,-71.2664589830183
pat20,1,,42.09301554247857,-71.26638914232576
pat20,1,,42.093095080687085,-71.26612114417584
pat20,1,,42.09300082572891,-71.26643334122095
pat20,1,,42.09305940853512,-71.26623595258657
pat20,1,,42.09310625650964,-71.26607541089686
pat20,1,,42.093016103030614,-71.26636301068163
pat20,1,,42.0930199406399,-71.26635008067763
pat20,1,,42.093023778078695,-71.26633715124808
pat20,1,,42.093027615347,-71.26632422239298
pat20,1,,42.09303145244482,-71.26631129411223
pat20,1,,42.09303528937218,-71.26629836640585
pat20,1,,42.09307339359641,-71.26616998236918
pat20,1,,42.09309180035194,-71.26610796474186
pat20,1,,42.09298315513523,-71.26647132763138
pat20,1,,42.09298750603482,-71.26645666827334
pat20,1,,42.09299160079897,-71.26644287190484
pat20,1,,42.09304225744779,-71.26627219594711
pat20,1,,42.09306476198038,-71.26619637208702
pat20,1,,42.09300778440158,-71.26638565145916
pat20,1,,42.09305996541471,-71.26620984031912
pat20,1,,42.0930961363542,-71.26608258707493
pat20,1,,42.09309869232181,-71.26607397544795
pat20,1,,42.09304819403267,-71.2662387300515
pat20,1,,42.0930563691581,-71.26620041667067
pat20,1,,42.09306723170497,-71.26615843504597
pat20,1,,42.09308666033413,-71.26609297806867
pat20,1,,42.09303513563991,-71.2662611847651
pat20,1,,42.09304050641786,-71.26624309024932
pat20,1,,42.093024966851516,-71.26629275146203
pat20,1,,42.092975773742744,-71.26645040567085
pat20,1,,42.09308836959417,-71.26606837814869
pat20,1,,42.09296898886771,-71.26646787733854
pat20,1,,42.092994385886385,-71.26637962259024
pat20,1,,42.093037616191516,-71.26623398147203
pat20,1,,42.09304145215557,-71.26622105826704
pat20,1,,42.09304400937029,-71.26621244311593
pat20,1,,42.09299751864738,-71.26636637570013
pat20,1,,42.09297845276031,-71.26642522164104
pat20,1,,42.09298561781069,-71.26640108321635
pat20,1,,42.09304982084006,-71.26618478885557
pat20,1,,42.09301055963245,-71.26631167164658
pat20,1,,42.093014396634146,-71.26629874524478
pat20,1,,42.09307678793418,-71.26608855638557
pat20,1,,42.09305921092828,-71.26614507966973
pat20,1,,42.0929613005474,-71.26647223352106
pat20,1,,42.09296872270074,-71.26644722940172
pat20,1,,42.09299616482069,-71.26635208857752
pat20,1,,42.09308208493523,-71.2660626379614
pat20,1,,42.09302768979432,-71.26624319426135
pat20,1,,42.09295483415799,-71.26648593868399
pat20,1,,42.093035292372846,-71.2662095074603
pat20,1,,42.09298406558382,-71.26637400175
pat20,1,,42.09305593300404,-71.2661319001698
pat20,1,,42.09296877517622,-71.26642281842548
pat20,1,,42.0929999900032,-71.26631766474163
pat20,1,,42.09306622017573,-71.26609455453104
pat20,1,,42.09304173948485,-71.26617433154571
pat20,1,,42.092991223552815,-71.2663391201802
pat20,1,,42.092971328992405,-71.26640344596485
pat20,1,,42.09307112990079,-71.26606456123908
pat20,1,,42.092973757263394,-71.26638988163089
pat20,1,,42.09301711424633,-71.2662384457938
pat20,1,,42.09306620329518,-71.2660730851679
pat20,1,,42.093072593045676,-71.26605156075125
pat20,1,,42.09295603241598,-71.26644151283395
pat20,1,,42.09303667279237,-71.26616717915516
pat20,1,,42.0930752722253,-71.26603715489318
pat20,1,,42.09302394990085,-71.26620734576069
pat20,1,,42.09295775633,-71.26642762920368
pat20,1,,42.09307641788075,-71.26602791509693
pat20,1,,42.09302688705903,-71.26619206978589
pat20,1,,42.09304861924351,-71.26611886477151
pat20,1,,42.09297349083713,-71.26636924354493
pat20,1,,42.092988647814586,-71.26631549589382
pat20,1,,42.092962164587576,-71.26639932030935
pat20,1,,42.09299778809523,-71.26627663327322
pat20,1,,42.09297764170638,-71.26634180346434
pat20,1,,42.09300635310712,-71.26624240059768
pat20,1,,42.09301440553391,-71.26620989521457
pat20,1,,42.093026167953774,-71.26617027507051
pat20,1,,42.093032559901474,-71.26614874464637
pat20,1,,42.09307089305722,-71.2660088653795
pat20,1,,42.09301733613291,-71.26618388044433
pat20,1,,42.09305210438696,-71.26606677146232
pat20,1,,42.092926577845496,-71.26648688733559
pat20,1,,42.09294193449793,-71.26643516217234
pat20,1,,42.093039385595596,-71.26610692175926
pat20,1,,42.0929358551525,-71.26645294733977
pat20,1,,42.09298702745319,-71.26628058663931
pat20,1,,42.09296150784065,-71.26636385168484
pat20,1,,42.09294237920164,-71.26642558983407
pat20,1,,42.09296617588768,-71.26634543757419
pat20,1,,42.093067553923234,-71.26599859611322
pat20,1,,42.09292593245342,-71.26647291113706
pat20,1,,42.09302300960999,-71.26614055936805
pat20,1,,42.09305981736863,-71.26601658593613
pat20,1,,42.09292816924362,-71.26645730296362
pat20,1,,42.092953050352676,-71.26636004615992
pat20,1,,42.09303105179067,-71.26609733421849
pat20,1,,42.092921893159236,-71.26646229361737
pat20,1,,42.092946460673154,-71.26637954963718
pat20,1,,42.09297645549301,-71.2662758360475
pat20,1,,42.092929953252074,-71.2664297650039
pat20,1,,42.09304401812585,-71.26604559530621
pat20,1,,42.093057051826946,-71.26600169789202
pat20,1,,42.092961488388475,-71.26632086443186
pat20,1,,42.09295541118719,-71.26633864180707
pat20,1,,42.09297696166902,-71.26626337048586
pat20,1,,42.09298156547797,-71.26624786510448
pat20,1,,42.09302477816704,-71.266102327088
pat20,1,,42.093002915689446,-71.26617057944463
pat20,1,,42.09304765033837,-71.26601991694201
pat20,1,,42.092967941353756,-71.2662856799178
pat20,1,,42.093012438069714,-71.26613581944594
pat20,1,,42.092913247251,-71.2664671932366
pat20,1,,42.09300534155682,-71.26615703029464
pat20,1,,42.093032183913614,-71.26606662834986
pat20,1,,42.09305774030926,-71.26598055737303
pat20,1,,42.09290921511422,-71.26647808206098
pat20,1,,42.09293589420789,-71.26638553989946
pat20,1,,42.092980917785965,-71.26623390711164
pat20,1,,42.092922906312054,-71.26642659058263
pat20,1,,42.09299127206582,-71.2661936563158
pat20,1,,42.09303913938976,-71.26602975896238
pat20,1,,42.09304476175245,-71.26601082393441
pat20,1,,42.09304967905149,-71.26599157489619
pat20,1,,42.09295053662625,-71.26632277580173
pat20,1,,42.093022456612566,-71.26607787660537
pat20,1,,42.09292609975713,-71.26639969300689
pat20,1,,42.092957376217186,-71.26629167211743
pat20,1,,42.09300749873692,-71.26612287308583
pat20,1,,42.09296395914095,-71.26626143385927
pat20,1,,42.092935433503364,-71.26635211929568
pat20,1,,42.09297380328724,-71.26622290327197
pat20,1,,42.09302851469719,-71.26603865436232
pat20,1,,42.09304563684938,-71.26598099293709
pat20,1,,42.09300723023666,-71.26610226693872
pat20,1,,42.09298172536585,-71.26618546825215
pat20,1,,42.09301048463709,-71.2660832419243
pat20,1,,42.093037831656495,-71.26599114927299
pat20,1,,42.09293894428281,-71.26632146864168
pat20,1,,42.093028949423044,-71.26601837258696
pat20,1,,42.09301885067464,-71.26604700413597
pat20,1,,42.09298107779423,-71.26617151598481
pat20,1,,42.092996162681004,-71.26612071770512
pat20,1,,42.09300434321287,-71.26609316980561
pat20,1,,42.09295710156792,-71.26624956675607
pat20,1,,42.093038397259704,-71.26597580519162
pat20,1,,42.09296304672101,-71.26622685766506
pat20,1,,42.0929669455185,-71.26621103980166
pat20,1,,42.092980367738726,-71.26616046411736
pat20,1,,42.09290317823538,-71.26641770371444
pat20,1,,42.093009442655614,-71.26605449286781
pat20,1,,42.09293669269768,-71.26629409097443
pat20,1,,42.0929921851846,-71.2661072289408
pat20,1,,42.09299627538596,-71.2660934558449
pat20,1,,42.093033334007615,-71.26596866689077
pat20,1,,42.0928881389271,-71.26645489833338
pat20,1,,42.09297997596544,-71.26614565329119
pat20,1,,42.09291711616085,-71.266343877238
pat20,1,,42.09301070754914,-71.26602873201166
pat20,1,,42.09288749555143,-71.26644092771978
pat20,1,,42.092957145480526,-71.26620371209243
pat20,1,,42.09301440998416,-71.26601089020423
pat20,1,,42.09289261165642,-71.26641294380825
pat20,1,,42.09292433920796,-71.26630611180552
pat20,1,,42.09296909618381,-71.26615540753956
pat20,1,,42.093015874406454,-71.26599789739566
pat20,1,,42.09301702099379,-71.26598866238596
pat20,1,,42.09302673103417,-71.26595596734882
pat20,1,,42.09289919914933,-71.26638269579642
pat20,1,,42.092901757993985,-71.26637407985548
pat20,1,,42.09299535961161,-71.26605891183273
pat20,1,,42.09292612627949,-71.2662893404489
pat20,1,,42.09298570861331,-71.26608872041615
pat20,1,,42.09290981631178,-71.26634156920346
pat20,1,,42.092913142329586,-71.26633037020072
pat20,1,,42.092916979883405,-71.26631744881
pat20,1,,42.092928235725,-71.26627954937352
pat20,1,,42.09293079366637,-71.2662709365536
pat20,1,,42.09293590932199,-71.26625371167854
pat20,1,,42.092943070731096,-71.26622959856641
pat20,1,,42.09294690695616,-71.2662166816498
pat20,1,,42.092954834614915,-71.2661899885058
pat20,1,,42.09296915370338,-71.26614177484008
pat20,1,,42.092973244435676,-71.26612800097452
pat20,1,,42.0929770793213,-71.26611508856783
pat20,1,,42.09298091403671,-71.26610217673428
pat20,1,,42.092991139112385,-71.26606774797982
pat20,1,,42.09288352292485,-71.26642741241668
pat20,1,,42.09295796593336,-71.266176757233
pat20,1,,42.09302876795791,-71.26593836151497
pat20,1,,42.09301176578889,-71.26597948803406
pat20,1,,42.09300211722561,-71.26600928773658
pat20,1,,42.092893754349426,-71.26637145338564
pat20,1,,42.092916013069996,-71.26629650937629
pat20,1,,42.092977642363714,-71.26608900659778
pat20,1,,42.0929027729461,-71.26633839993225
pat20,1,,42.09299125222828,-71.26604049594889
pat20,1,,42.09289618386344,-71.26635789660293
pat20,1,,42.09287922935921,-71.26640691551097
pat20,1,,42.092938580647505,-71.26620708727867
pat20,1,,42.09292022872863,-71.26626618806937
pat20,1,,42.09293097119151,-71.26623001973142
pat20,1,,42.09295884421191,-71.26613617525344
pat20,1,,42.092947400923855,-71.26617201585411
pat20,1,,42.093021779409106,-71.26592159527584
pat20,1,,42.093004211369795,-71.26597805769525
pat20,1,,42.09301213262099,-71.26595138822037
pat20,1,,42.09286399893735,-71.26644206314184
pat20,1,,42.09286783801714,-71.26642913780702
pat20,1,,42.09292035144071,-71.26624964918783
pat20,1,,42.092911206202906,-71.26627775144131
pat20,1,,42.09290442577581,-71.26629520415442
pat20,1,,42.09296707795964,-71.26608427196886
pat20,1,,42.09298292559801,-71.266030917452
pat20,1,,42.09287045910234,-71.26640687224021
pat20,1,,42.092857470150655,-71.26644791391112
pat20,1,,42.09286719572408,-71.26641517095811
pat20,1,,42.092996913117574,-71.26597576717009
pat20,1,,42.0929295513249,-71.26619717809727
pat20,1,,42.09287896528205,-71.26636479532968
pat20,1,,42.09293933144224,-71.26616156517026
pat20,1,,42.092947513438936,-71.26613401946443
pat20,1,,42.09299224503386,-71.26598342500654
pat20,1,,42.09299914441808,-71.26596019737457
pat20,1,,42.09287339929028,-71.2663808461538
pat20,1,,42.09288798392935,-71.26633174538567
pat20,1,,42.09298700337975,-71.26599569970897
pat20,1,,42.0928760832057,-71.26635568501511
pat20,1,,42.09299881428251,-71.26594250899021
pat20,1,,42.092862136357695,-71.26639726207482
pat20,1,,42.09295651497271,-71.26607953797503
pat20,1,,42.09300098297217,-71.26592983716522
pat20,1,,42.092864758989045,-71.26638574553048
pat20,1,,42.09289085667997,-71.26629788847653
pat20,1,,42.09292282840294,-71.26619025667884
pat20,1,,42.09295095373849,-71.26609557362322
pat20,1,,42.09297804767593,-71.26600436273678
pat20,1,,42.09289373398311,-71.26628551512472
pat20,1,,42.09289757105385,-71.26627259780666
pat20,1,,42.092914707890415,-71.26621490745285
pat20,1,,42.09291854403014,-71.26620199326896
pat20,1,,42.09300289604621,-71.26591802617664
pat20,1,,42.092929024859835,-71.26615596469638
pat20,1,,42.092936951110126,-71.26612928184059
pat20,1,,42.09296967115664,-71.26601913337808
pat20,1,,42.092957528036195,-71.26605464035177
pat20,1,,42.09289526363717,-71.26625887144782
pat20,1,,42.0929872984291,-71.26594905209538
pat20,1,,42.093001861618795,-71.26590002761337
pat20,1,,42.09290504625615,-71.26622325352533
pat20,1,,42.09285317562492,-71.26639517913617
pat20,1,,42.092977968878095,-71.26597508791744
pat20,1,,42.092996621234775,-71.26591229853538
pat20,1,,42.09300428541936,-71.2658864986098
pat20,1,,42.09296582740464,-71.26601058902328
pat20,1,,42.092946720281645,-71.26607222310902
pat20,1,,42.0928383310014,-71.26643440140164
pat20,1,,42.092841466065856,-71.26642116091189
pat20,1,,42.09291961633237,-71.26615271825233
pat20,1,,42.092964607229206,-71.26600127040186
pat20,1,,42.092926390198166,-71.26612454485227
pat20,1,,42.09295808774195,-71.26601784592225
pat20,1,,42.09291008877982,-71.26617673216758
pat20,1,,42.09298881414108,-71.26591173141242
pat20,1,,42.09297303516341,-71.26596216088872
pat20,1,,42.09285086917526,-71.2663707004126
pat20,1,,42.09286545362709,-71.26632160752804
pat20,1,,42.092976930560354,-71.26594636379077
pat20,1,,42.09284402365763,-71.26639105646734
pat20,1,,42.09296396090501,-71.26598733623666
pat20,1,,42.09282777187543,-71.26644038771552
pat20,1,,42.09285259555522,-71.26635682960966
pat20,1,,42.092834490197006,-71.2664150866839
pat20,1,,42.09285572968602,-71.26634359352514
pat20,1,,42.09299506430251,-71.26587458639165
pat20,1,,42.09297622118792,-71.26593532875657
pat20,1,,42.092837688933905,-71.26639894635976
pat20,1,,42.0929359044995,-71.2660683510143
pat20,1,,42.09290387943839,-71.26616809154129
pat20,1,,42.092920243497076,-71.26611301059056
pat20,1,,42.09290010690439,-71.26617810434878
pat20,1,,42.09294669851649,-71.26601859438294
pat20,1,,42.09288437748258,-71.26622567766776
pat20,1,,42.092959028255024,-71.26597440879443
pat20,1,,42.092975443995776,-71.2659164705229
pat20,1,,42.09287094795856,-71.26626550898177
pat20,1,,42.09294075292816,-71.26603055288425
pat20,1,,42.09296534896983,-71.26594508103545
pat20,1,,42.09287721382013,-71.26623904768526
pat20,1,,42.09298469803117,-71.26587190306016
pat20,1,,42.0928246996642,-71.26640774439997
pat20,1,,42.092832377075496,-71.266381903647
pat20,1,,42.09287126548557,-71.26625101241832
pat20,1,,42.09292017010188,-71.26608372382049
pat20,1,,42.092882134687,-71.26620905822573
pat20,1,,42.092943748649155,-71.26600167888662
pat20,1,,42.09293077662319,-71.26604265552827
pat20,1,,42.09293895558537,-71.26601512702851
pat20,1,,42.09296783135342,-71.26591793785495
pat20,1,,42.09284088448593,-71.26633984025624
pat20,1,,42.09295339238549,-71.2659611681169
pat20,1,,42.092983795511415,-71.26585883915348
pat20,1,,42.09284401857902,-71.26632660610291
pat20,1,,42.09288494565527,-71.26618885691313
pat20,1,,42.09294783325745,-71.26597719468266
pat20,1,,42.09297721624253,-71.26587829970263
pat20,1,,42.09289197680352,-71.2661598224124
pat20,1,,42.09281766157393,-71.26640457282937
pat20,1,,42.092845041110905,-71.266312422601
pat20,1,,42.09288468768601,-71.2661789856859
pat20,1,,42.09296373346936,-71.26591026088064
pat20,1,,42.09298244467297,-71.26584460241928
pat20,1,,42.092873369696086,-71.26620902354256
pat20,1,,42.09293191721781,-71.26601197518401
pat20,1,,42.09282258782874,-71.26637456458772
pat20,1,,42.09283384663103,-71.26633667215481
pat20,1,,42.09280985601992,-71.26641472885827
pat20,1,,42.09295510446263,-71.2659258854329
pat20,1,,42.092967112332026,-71.26588547213896
pat20,1,,42.09294679799525,-71.26594847442311
pat20,1,,42.092858916431524,-71.26624155823221
pat20,1,,42.0928221398817,-71.26636264516284
pat20,1,,42.092895804502,-71.26611472649266
pat20,1,,42.092936446631086,-71.26597794519176
pat20,1,,42.09280377803406,-71.26642175650534
pat20,1,,42.092881356823625,-71.26615798157965
pat20,1,,42.09290615707273,-71.26607451697998
pat20,1,,42.09284586964095,-71.26627472797134
pat20,1,,42.09289062518129,-71.26612410504777
pat20,1,,42.09294487510631,-71.26593884593967
pat20,1,,42.0928612791551,-71.26620944573284
pat20,1,,42.09292136084618,-71.26600724794555
pat20,1,,42.09293400906881,-71.26595931557354
pat20,1,,42.09286863055218,-71.2661766530799
pat20,1,,42.092820476440906,-71.26633065354277
pat20,1,,42.09285270920218,-71.26622218101964
pat20,1,,42.09296006502033,-71.26586089777845
pat20,1,,42.09292307977603,-71.26598268071646
pat20,1,,42.09294582140699,-71.26590614893283
pat20,1,,42.092962171240735,-71.26585112728813
pat20,1,,42.092965236490166,-71.26584081188875
pat20,1,,42.09287182439148,-71.26614980147717
pat20,1,,42.09289662419838,-71.26606634414073
pat20,1,,42.092837361148135,-71.26626309435784
pat20,1,,42.09286038049354,-71.2661856290614
pat20,1,,42.092948371864686,-71.26588683574074
pat20,1,,42.09285513712433,-71.26619790636838
pat20,1,,42.09296784829788,-71.26581861131147
pat20,1,,42.09295137025027,-71.26586869850793
pat20,1,,42.09290262705809,-71.26603004432265
pat20,1,,42.092910550313164,-71.26600338139467
pat20,1,,42.09284522522778,-71.26621784232766
pat20,1,,42.092927031628186,-71.26594255420166
pat20,1,,42.092932908481714,-71.2659227779007
pat20,1,,42.09293955140014,-71.26590042370157
pat20,1,,42.092812033280886,-71.26632685284105
pat20,1,,42.092956730022706,-71.26583993359048
pat20,1,,42.09287373750412,-71.2661165285802
pat20,1,,42.09291169566836,-71.26598343085257
pat20,1,,42.09290204700764,-71.26601321642984
pat20,1,,42.09286152624638,-71.26614420388029
pat20,1,,42.092886070201466,-71.26606161326097
pat20,1,,42.09281094635683,-71.26631172166803
pat20,1,,42.09281478402069,-71.26629880795576
pat20,1,,42.09292957929831,-71.26591252264365
pat20,1,,42.09291635538105,-71.26595433874063
pat20,1,,42.09279700179113,-71.26635327679087
pat20,1,,42.092918718207734,-71.26594370567166
pat20,1,,42.09279245990955,-71.2663658759262
pat20,1,,42.09295837845664,-71.26580756889126
pat20,1,,42.09281580748651,-71.26628462886313
pat20,1,,42.09282373775413,-71.26625794405993
pat20,1,,42.09283537574812,-71.26621341632696
pat20,1,,42.09286529502429,-71.266112740956
pat20,1,,42.09293864292647,-71.26586593260342
pat20,1,,42.09281683087031,-71.26627045090686
pat20,1,,42.092826807081764,-71.26623688226303
pat20,1,,42.09283064377972,-71.26622397227733
pat20,1,,42.09283780516045,-71.2661998751699
pat20,1,,42.0928413856284,-71.26618782736459
pat20,1,,42.09284522167952,-71.26617491955534
pat20,1,,42.092852126142695,-71.26615168694183
pat20,1,,42.09285851867255,-71.2661301769168
pat20,1,,42.09286695608825,-71.26610178611891
pat20,1,,42.09290785309832,-71.2659641730408
pat20,1,,42.092879034989686,-71.26605845969353
pat20,1,,42.09290127184209,-71.265983635945
pat20,1,,42.0929567112556,-71.26579709044577
pat20,1,,42.092930974997515,-71.26588100752771
pat20,1,,42.092775827901896,-71.26640036833824
pat20,1,,42.092799370239725,-71.2663211525532
pat20,1,,42.09286868055599,-71.26608793565035
pat20,1,,42.09287251529802,-71.26607503242457
pat20,1,,42.092945087661626,-71.26583083931183
pat20,1,,42.09279303769296,-71.26633977674601
pat20,1,,42.092891554960566,-71.26599487498682
pat20,1,,42.09291072091575,-71.26593038673612
pat20,1,,42.092919663573895,-71.26590029711237
pat20,1,,42.092952871061804,-71.26578856290526
pat20,1,,42.09293250009189,-71.26585442444056
pat20,1,,42.0928753869304,-71.26604122971958
pat20,1,,42.09287922108032,-71.26602832902147
pat20,1,,42.09288305506019,-71.26601542889557
pat20,1,,42.09294079978211,-71.26582113622602
pat20,1,,42.09276904978355,-71.26639633682093
pat20,1,,42.09291250633824,-71.26591365325196
pat20,1,,42.09285768274898,-71.26609275194981
pat20,1,,42.09278952261686,-71.26631671963034
pat20,1,,42.09284016780729,-71.26614631856003
pat20,1,,42.092931152279306,-71.26584019173372
pat20,1,,42.09278395781241,-71.26633275979867
pat20,1,,42.09294558127254,-71.2657862825249
pat20,1,,42.092833199101705,-71.26616171832701
pat20,1,,42.09282258589057,-71.26619206221416
pat20,1,,42.09284483327684,-71.2661172102684
pat20,1,,42.09284764575716,-71.26610774760063
pat20,1,,42.092890651914225,-71.26596037087921
pat20,1,,42.09290828282637,-71.26590105146157
pat20,1,,42.092929741692245,-71.26582885284725
pat20,1,,42.09289965877387,-71.26592738605859
pat20,1,,42.09291173035389,-71.26588409036931
pat20,1,,42.0928798528475,-71.26598866028924
pat20,1,,42.092782489355294,-71.26631355359662
pat20,1,,42.092803978729286,-71.26624125367049
pat20,1,,42.09282603809869,-71.26616435393242
pat20,1,,42.09288994614199,-71.26594933950196
pat20,1,,42.09291651797871,-71.2658599402958
pat20,1,,42.09284630183203,-71.26609349619652
pat20,1,,42.09293241788301,-71.26580376571273
pat20,1,,42.092760420323174,-71.26637975456538
pat20,1,,42.09276425898399,-71.26636683976125
pat20,1,,42.09276912104317,-71.26635048183206
pat20,1,,42.092831855362,-71.26613673640337
pat20,1,,42.0928792108452,-71.2659747330985
pat20,1,,42.09278978250091,-71.26627292094028
pat20,1,,42.09292372994184,-71.26582227392517
pat20,1,,42.092935223389794,-71.26578360586274
